timestamp,sensor,azimuth,elevation
64.1,EO,23.712,34.718
64.2,EO,41.064,9.274
64.2,EO,73.176,11.363
64.2,EO,86.806,13.011
64.2,EO,172.587,40.135
64.2,EO,173.343,36.376
64.2,EO,52.976,26.17
64.3,EO,73.25,11.365
64.3,EO,30.545,13.761
64.3,EO,169.418,21.898
64.4,EO,41.073,9.212
64.4,EO,73.571,11.283
64.4,EO,122.161,27.924
64.4,EO,158.758,8.279
64.5,EO,41.435,9.027
64.5,EO,73.543,11.262
64.5,EO,86.747,13.257
64.5,EO,130.285,4.133
64.5,EO,130.51,23.036
64.5,EO,162.068,8.478
64.6,EO,73.187,11.176
64.6,EO,40.013,30.254
64.6,EO,71.778,37.597
64.7,EO,41.2,9.356
64.7,EO,73.101,10.977
64.7,EO,86.547,13.136
64.7,EO,130.501,27.351
64.8,EO,41.176,9.305
64.8,EO,73.487,11.13
64.8,EO,86.643,13.267
64.8,EO,101.821,10.433
64.9,EO,73.46,11.186
64.9,EO,86.468,12.993
64.9,EO,172.683,19.089
64.9,EO,76.562,20.751
65.0,EO,41.371,9.063
65.0,EO,73.407,11.333
65.0,EO,86.717,13.282
65.0,EO,122.906,40.38
65.0,EO,145.452,25.518
65.0,EO,53.502,13.416
65.0,EO,157.56,2.425
65.0,EO,169.459,14.718
65.1,EO,41.502,9.281
65.1,EO,87.007,13.176
65.1,EO,104.432,10.053
65.1,EO,38.725,27.693
65.1,EO,22.296,21.14
65.2,EO,41.541,9.234
65.2,EO,73.761,10.983
65.2,EO,86.828,13.084
65.2,EO,123.663,25.08
65.2,EO,161.003,10.839
65.3,EO,41.121,9.054
65.3,EO,73.599,11.287
65.3,EO,86.99,13.138
65.3,EO,118.811,9.003
65.3,EO,97.71,0.67
65.3,EO,91.593,17.712
65.4,EO,41.323,9.178
65.4,EO,73.758,11.276
65.4,EO,86.894,12.963
65.4,EO,56.329,42.368
65.4,EO,126.049,11.974
65.4,EO,163.172,15.49
65.4,EO,92.918,21.565
65.5,EO,41.504,9.351
65.5,EO,73.869,11.399
65.5,EO,86.726,12.988
65.5,EO,9.75,36.857
65.5,EO,10.449,39.644
65.5,EO,7.786,5.752
65.5,EO,32.433,10.037
65.6,EO,41.431,9.103
65.6,EO,73.853,11.208
65.6,EO,87.129,13.236
65.6,EO,105.588,5.668
65.7,EO,74.149,10.778
65.7,EO,86.905,12.893
65.7,EO,53.681,30.275
65.7,EO,129.235,13.646
65.8,EO,41.674,9.302
65.8,EO,73.914,11.02
65.8,EO,86.938,13.059
65.8,EO,15.42,27.079
65.8,EO,179.667,16.864
65.9,EO,41.584,8.969
65.9,EO,73.897,11.149
65.9,EO,114.189,30.287
65.9,EO,79.204,35.91
66.0,EO,41.693,9.163
66.0,EO,73.984,11.276
66.0,EO,86.852,13.165
66.1,EO,41.514,9.259
66.1,EO,74.082,11.055
66.1,EO,86.677,13.233
66.1,EO,107.87,29.299
66.1,EO,122.547,25.887
66.1,EO,156.025,11.196
66.1,EO,10.045,43.313
66.2,EO,73.867,11.035
66.2,EO,87.202,13.337
66.2,EO,45.163,42.83
66.2,EO,49.583,33.833
66.3,EO,41.794,9.133
66.3,EO,87.185,12.889
66.3,EO,144.185,28.128
66.3,EO,18.154,12.907
66.4,EO,74.208,11.114
66.4,EO,87.365,13.101
66.5,EO,74.103,11.167
66.5,EO,86.807,13.016
66.6,EO,41.868,9.266
66.6,EO,74.179,10.981
66.6,EO,109.929,33.764
66.6,EO,172.093,9.141
66.7,EO,41.895,8.959
66.7,EO,74.414,10.794
66.7,EO,114.555,23.595
66.7,EO,24.114,39.678
66.7,EO,135.826,41.474
66.7,EO,129.673,11.016
66.8,EO,41.866,8.922
66.8,EO,74.251,11.101
66.8,EO,87.059,13.143
66.8,EO,136.367,38.464
66.8,EO,57.358,1.526
66.8,EO,109.431,10.16
66.9,EO,42.015,8.935
66.9,EO,74.453,11.042
66.9,EO,87.029,13.095
66.9,EO,11.32,28.494
66.9,EO,96.386,7.597
66.9,EO,29.722,36.459
66.9,EO,2.78,33.608
67.0,EO,41.93,9.065
67.0,EO,87.122,13.207
67.0,EO,28.924,19.724
67.0,EO,141.781,39.796
67.0,EO,136.014,43.928
67.0,EO,3.032,27.878
67.1,EO,74.722,11.027
67.1,EO,87.136,13.354
67.1,EO,175.823,18.629
67.1,EO,77.568,32.068
67.1,EO,108.789,13.589
67.2,EO,74.32,10.913
67.2,EO,87.107,12.938
67.2,EO,166.643,44.67
67.2,EO,75.013,24.265
67.2,EO,30.699,31.229
67.2,EO,150.727,35.939
67.3,EO,41.969,8.614
67.3,EO,74.874,11.033
67.3,EO,87.359,13.038
67.3,EO,63.991,2.301
67.3,EO,141.459,22.374
67.3,EO,96.982,21.103
67.4,EO,42.013,9.163
67.4,EO,74.725,10.967
67.4,EO,87.221,13.132
67.4,EO,153.88,21.292
67.4,EO,129.58,43.14
67.5,EO,74.983,11.213
67.5,EO,87.319,13.452
67.5,EO,105.628,22.27
67.5,EO,38.757,22.07
67.6,EO,75.041,11.148
67.6,EO,87.074,13.19
67.6,EO,8.104,32.263
67.6,EO,0.879,41.134
67.6,EO,129.271,25.447
67.7,EO,42.357,9.188
67.7,EO,74.818,11.107
67.7,EO,175.14,4.19
67.7,EO,139.81,21.639
67.7,EO,75.39,1.15
67.8,EO,42.187,8.96
67.8,EO,75.107,10.835
67.8,EO,87.073,13.157
67.8,EO,168.402,27.152
67.8,EO,4.964,33.046
67.8,EO,23.532,39.477
67.9,EO,42.376,8.936
67.9,EO,75.095,10.835
67.9,EO,87.519,13.363
67.9,EO,144.967,19.017
67.9,EO,174.202,40.555
67.9,EO,136.701,4.047
67.9,EO,126.383,44.426
68.0,EO,42.288,8.919
68.0,EO,75.097,11.255
68.0,EO,87.44,13.143
68.0,EO,119.666,43.456
68.0,EO,117.748,40.455
68.0,EO,178.385,28.883
68.1,EO,42.342,8.909
68.1,EO,75.228,11.188
68.1,EO,87.408,13.313
68.1,EO,113.449,15.366
68.1,EO,122.857,34.894
68.2,EO,42.237,9.02
68.2,EO,87.344,13.048
68.2,EO,102.244,7.5
68.2,EO,67.634,19.256
68.2,EO,169.729,28.518
68.3,EO,42.347,8.904
68.3,EO,87.101,13.141
68.3,EO,133.395,3.925
68.4,EO,42.293,8.558
68.4,EO,75.34,10.997
68.4,EO,87.387,13.361
68.4,EO,0.385,40.576
68.4,EO,103.869,32.988
68.5,EO,42.523,8.852
68.5,EO,75.126,10.855
68.5,EO,87.401,13.216
68.5,EO,102.263,10.145
68.5,EO,76.59,39.969
68.5,EO,129.466,29.3
68.6,EO,42.753,8.558
68.6,EO,75.617,11.119
68.6,EO,87.657,13.135
68.6,EO,96.551,28.195
68.6,EO,84.349,39.482
68.6,EO,13.668,44.092
68.6,EO,6.021,9.364
68.7,EO,42.581,8.772
68.7,EO,75.536,10.915
68.7,EO,107.65,21.683
68.7,EO,104.055,43.042
68.7,EO,61.431,33.694
68.8,EO,42.472,9.098
68.8,EO,75.445,10.858
68.8,EO,87.683,13.259
68.8,EO,94.742,9.454
68.8,EO,0.554,31.062
68.8,EO,127.308,44.808
68.8,EO,32.583,33.281
68.9,EO,42.515,8.521
68.9,EO,75.447,11.292
68.9,EO,87.409,13.088
68.9,EO,46.916,38.487
69.0,EO,42.727,8.725
69.0,EO,87.316,13.329
69.0,EO,162.123,34.765
69.0,EO,129.26,20.07
69.0,EO,176.609,31.953
69.0,EO,76.252,43.225
69.1,EO,42.92,8.807
69.1,EO,75.609,10.864
69.1,EO,87.731,13.044
69.1,EO,5.158,1.821
69.1,EO,77.252,20.451
69.1,EO,57.645,30.095
69.2,EO,42.631,8.93
69.2,EO,56.27,0.262
69.2,EO,116.485,13.037
69.2,EO,45.018,43.867
69.2,EO,31.363,1.46
69.2,EO,170.89,13.77
69.3,EO,42.766,8.699
69.3,EO,75.453,10.869
69.3,EO,87.854,13.543
69.3,EO,125.321,39.126
69.4,EO,42.872,8.791
69.4,EO,75.625,10.917
69.4,EO,87.42,12.955
69.4,EO,33.847,27.759
69.4,EO,142.741,39.763
69.4,EO,54.092,17.586
69.4,EO,81.869,1.214
69.5,EO,42.723,8.811
69.5,EO,76.044,11.143
69.5,EO,87.702,13.287
69.5,EO,179.145,32.363
69.5,EO,39.219,4.107
69.6,EO,42.968,8.892
69.6,EO,76.048,10.958
69.6,EO,87.749,13.073
69.6,EO,44.235,28.072
69.6,EO,25.36,3.853
69.6,EO,13.265,27.277
69.6,EO,144.842,11.65
69.7,EO,42.89,8.902
69.7,EO,76.065,11.118
69.7,EO,87.722,13.36
69.7,EO,5.096,6.216
69.7,EO,107.238,35.914
69.7,EO,170.724,7.891
69.7,EO,49.595,2.435
69.7,EO,178.028,35.141
69.8,EO,42.711,8.837
69.8,EO,75.696,10.813
69.8,EO,87.628,13.276
69.8,EO,0.009,33.162
69.8,EO,90.458,9.377
69.8,EO,0.272,31.812
69.8,EO,119.286,29.943
69.8,EO,78.742,28.768
69.9,EO,42.968,8.659
69.9,EO,75.813,10.833
69.9,EO,87.82,13.23
69.9,EO,153.61,8.25
69.9,EO,76.609,44.276
70.0,EO,75.867,10.509
70.0,EO,87.811,13.233
70.0,EO,47.671,15.161
70.1,EO,43.064,8.636
70.1,EO,76.204,10.756
70.1,EO,87.916,13.291
70.1,EO,148.148,36.3
70.1,EO,14.411,39.969
70.2,EO,42.923,8.798
70.2,EO,76.066,10.835
70.2,EO,88.013,12.903
70.2,EO,49.148,5.651
70.2,EO,26.783,42.14
70.3,EO,43.208,8.403
70.3,EO,76.154,10.781
70.3,EO,87.626,13.057
70.3,EO,90.114,15.311
70.4,EO,43.099,8.607
70.4,EO,76.355,10.904
70.4,EO,88.01,13.211
70.4,EO,157.517,34.177
70.4,EO,93.578,21.087
70.4,EO,172.782,43.041
70.5,EO,43.08,8.716
70.5,EO,76.133,10.545
70.5,EO,88.047,13.116
70.5,EO,109.784,6.352
70.5,EO,89.437,26.256
70.5,EO,114.423,6.537
70.6,EO,76.637,10.847
70.6,EO,87.979,13.414
70.6,EO,96.294,30.393
70.6,EO,57.582,0.416
70.6,EO,111.889,1.804
70.7,EO,43.094,8.429
70.7,EO,76.452,10.999
70.7,EO,87.835,12.911
70.7,EO,56.35,39.852
70.7,EO,83.138,14.305
70.7,EO,6.714,18.853
70.7,EO,90.108,18.285
70.7,EO,49.943,16.611
70.8,EO,43.183,8.642
70.8,EO,76.555,10.951
70.8,EO,87.814,13.08
70.8,EO,82.748,15.816
70.8,EO,36.285,16.763
70.8,EO,117.23,22.064
70.9,EO,43.18,8.287
70.9,EO,76.717,10.847
70.9,EO,87.601,13.286
70.9,EO,53.894,13.683
70.9,EO,69.926,34.358
70.9,EO,85.812,6.923
70.9,EO,136.775,29.852
70.9,EO,170.863,23.824
71.0,EO,43.041,8.735
71.0,EO,76.57,11.248
71.0,EO,88.141,13.165
71.0,EO,22.446,5.671
71.0,EO,3.843,34.015
71.1,EO,43.431,8.476
71.1,EO,76.361,10.973
71.1,EO,88.027,13.247
71.1,EO,115.811,20.298
71.1,EO,18.83,5.667
71.1,EO,50.672,34.499
71.1,EO,131.209,9.23
71.2,EO,43.224,8.311
71.2,EO,76.698,10.907
71.2,EO,87.948,13.329
71.2,EO,56.564,34.214
71.3,EO,43.55,8.741
71.3,EO,76.714,10.815
71.3,EO,87.752,13.23
71.3,EO,39.267,43.66
71.3,EO,170.456,27.892
71.3,EO,177.099,22.626
71.3,EO,67.587,20.723
71.3,EO,8.263,24.71
71.3,EO,119.922,4.928
71.3,EO,46.008,32.453
71.4,EO,43.259,8.541
71.4,EO,76.834,10.861
71.4,EO,88.146,13.38
71.4,EO,20.756,12.544
71.4,EO,29.923,14.402
71.5,EO,43.199,8.252
71.5,EO,76.879,10.512
71.5,EO,88.122,13.219
71.5,EO,92.064,8.891
71.5,EO,16.141,3.371
71.6,EO,76.903,11.027
71.6,EO,88.121,13.224
71.6,EO,177.24,22.485
71.6,EO,61.627,40.213
71.6,EO,166.933,22.356
71.7,EO,43.361,8.639
71.7,EO,77.156,10.628
71.7,EO,87.811,13.46
71.7,EO,135.862,16.1
71.7,EO,11.898,22.898
71.8,EO,43.619,8.432
71.8,EO,76.942,10.996
71.8,EO,87.911,13.318
71.8,EO,9.314,3.745
71.8,EO,82.364,1.799
71.9,EO,43.784,8.463
71.9,EO,76.747,10.805
71.9,EO,88.433,13.173
71.9,EO,92.258,16.785
71.9,EO,59.304,8.007
71.9,EO,152.151,31.726
71.9,EO,59.638,10.695
72.0,EO,87.773,13.403
72.0,EO,153.959,16.541
72.1,EO,43.871,8.404
72.1,EO,77.31,10.839
72.1,EO,87.905,13.21
72.1,EO,125.755,11.797
72.1,EO,97.528,5.01
72.1,EO,4.144,0.68
72.1,EO,28.475,0.895
72.2,EO,77.223,11.008
72.2,EO,88.146,13.339
72.2,EO,64.278,31.727
72.2,EO,52.107,37.596
72.2,EO,173.587,13.263
72.2,EO,141.244,36.604
72.3,EO,43.931,8.415
72.3,EO,77.307,10.839
72.3,EO,88.013,13.458
72.3,EO,133.094,29.173
72.3,EO,88.876,23.775
72.3,EO,171.863,40.99
72.4,EO,77.29,10.783
72.4,EO,88.162,13.268
72.4,EO,112.033,18.436
72.4,EO,143.238,42.944
72.4,EO,48.656,22.95
72.5,EO,43.714,8.543
72.5,EO,77.243,10.443
72.5,EO,88.095,13.156
72.5,EO,18.148,29.452
72.5,EO,66.735,19.176
72.5,EO,60.669,20.949
72.6,EO,43.957,8.359
72.6,EO,77.207,10.871
72.6,EO,113.226,16.774
72.6,EO,39.732,29.538
72.7,EO,43.883,8.489
72.7,EO,77.289,10.982
72.7,EO,88.344,13.545
72.7,EO,173.857,38.08
72.7,EO,147.084,32.653
72.7,EO,116.294,39.909
72.7,EO,110.414,3.388
72.7,EO,104.861,4.628
72.8,EO,43.911,8.302
72.8,EO,77.426,10.991
72.8,EO,88.12,13.123
72.8,EO,6.856,41.64
72.8,EO,178.562,5.716
72.8,EO,123.411,19.132
72.8,EO,26.734,44.915
72.8,EO,167.981,44.217
72.9,EO,77.485,10.767
72.9,EO,88.29,13.182
72.9,EO,28.794,23.31
72.9,EO,100.974,15.451
73.0,EO,77.215,10.845
73.0,EO,88.341,13.428
73.0,EO,88.374,20.344
73.0,EO,79.024,9.467
73.0,EO,130.471,5.983
73.0,EO,163.568,28.118
73.1,EO,77.489,10.675
73.1,EO,88.604,13.425
73.1,EO,179.606,30.91
73.1,EO,163.515,0.251
73.1,EO,99.421,32.064
73.1,EO,2.473,34.315
73.1,EO,117.261,12.364
73.1,EO,124.01,5.891
73.2,EO,43.821,8.696
73.2,EO,77.732,10.696
73.2,EO,88.269,13.255
73.2,EO,45.854,4.685
73.2,EO,28.833,18.31
73.2,EO,139.658,24.373
73.3,EO,77.778,10.78
73.3,EO,88.272,13.262
73.3,EO,157.096,21.387
73.3,EO,70.621,25.798
73.3,EO,10.545,28.967
73.3,EO,170.115,30.407
73.4,EO,44.204,8.506
73.4,EO,88.391,13.452
73.4,EO,111.232,12.864
73.4,EO,95.934,11.752
73.5,EO,44.122,8.085
73.5,EO,77.805,10.94
73.5,EO,88.193,13.636
73.5,EO,1.926,23.918
73.5,EO,154.902,12.056
73.5,EO,35.809,19.753
73.5,EO,160.836,20.325
73.5,EO,130.088,20.814
73.6,EO,44.233,8.292
73.6,EO,77.753,10.836
73.7,EO,77.845,10.643
73.7,EO,88.697,13.623
73.7,EO,27.594,40.302
73.7,EO,18.422,15.306
73.8,EO,44.336,8.191
73.8,EO,78.065,11.015
73.8,EO,41.005,8.231
73.8,EO,157.277,37.198
73.8,EO,176.569,38.171
73.8,EO,113.826,6.403
73.8,EO,29.673,21.316
73.8,EO,138.203,7.797
73.8,EO,164.793,30.771
73.9,EO,44.266,8.742
73.9,EO,78.062,10.824
73.9,EO,176.494,6.727
73.9,EO,7.401,33.702
73.9,EO,163.06,42.74
73.9,EO,148.496,9.221
74.0,EO,44.13,8.188
74.0,EO,77.964,10.876
74.0,EO,88.572,13.239
74.0,EO,3.568,42.556
74.0,EO,135.952,9.05
74.0,EO,101.82,26.773
74.1,EO,78.392,10.753
74.1,EO,88.524,13.176
74.1,EO,29.69,43.787
74.1,EO,112.246,37.399
74.2,EO,77.827,10.829
74.2,EO,88.165,13.325
74.3,EO,44.618,8.344
74.3,EO,78.44,11.005
74.3,EO,88.609,13.236
74.3,EO,26.14,33.063
74.3,EO,81.795,35.785
74.3,EO,25.394,1.794
74.3,EO,125.628,44.762
74.4,EO,78.251,10.72
74.4,EO,88.548,13.458
74.4,EO,149.058,41.644
74.4,EO,72.6,20.2
74.5,EO,44.495,8.417
74.5,EO,78.329,10.713
74.5,EO,88.743,13.397
74.5,EO,3.585,12.534
74.5,EO,73.51,24.65
74.6,EO,78.209,10.706
74.6,EO,88.029,13.311
74.6,EO,92.778,30.686
74.6,EO,16.68,41.393
74.6,EO,129.397,4.354
74.6,EO,156.418,33.466
74.7,EO,44.559,8.029
74.7,EO,78.333,10.837
74.7,EO,88.867,13.151
74.7,EO,78.702,26.289
74.7,EO,94.768,32.975
74.8,EO,78.449,10.828
74.8,EO,88.658,13.411
74.8,EO,177.713,13.058
74.8,EO,170.689,14.867
74.8,EO,126.738,17.178
74.9,EO,78.482,10.55
74.9,EO,106.577,8.118
74.9,EO,157.4,2.242
74.9,EO,95.36,2.856
75.0,EO,44.774,8.383
75.0,EO,78.777,11.01
75.0,EO,88.8,13.372
75.0,EO,114.258,19.233
75.0,EO,10.317,32.298
75.0,EO,126.047,5.252
75.0,EO,41.412,32.946
75.0,EO,26.948,31.092
75.0,EO,129.236,15.9
75.0,EO,46.473,16.787
75.1,EO,44.761,8.261
75.1,EO,78.738,10.509
75.1,EO,24.552,28.992
75.1,EO,92.574,11.901
75.1,EO,54.769,7.066
75.1,EO,156.198,25.628
75.2,EO,44.732,8.255
75.2,EO,78.47,10.787
75.2,EO,88.478,13.182
75.2,EO,139.628,35.632
75.2,EO,91.302,42.611
75.2,EO,36.065,22.723
75.3,EO,44.545,8.364
75.3,EO,78.712,10.687
75.3,EO,88.599,13.036
75.3,EO,33.351,39.739
75.3,EO,152.058,33.535
75.3,EO,93.043,3.142
75.3,EO,128.071,23.325
75.4,EO,44.758,8.005
75.4,EO,79.026,10.772
75.4,EO,88.782,13.482
75.4,EO,114.17,39.055
75.4,EO,178.997,9.115
75.5,EO,44.683,8.481
75.5,EO,79.087,10.865
75.5,EO,88.409,13.621
75.5,EO,50.817,35.036
75.5,EO,133.659,0.468
75.5,EO,84.653,19.679
75.6,EO,44.751,8.362
75.6,EO,78.967,10.84
75.6,EO,88.819,13.397
75.6,EO,95.218,28.239
75.6,EO,34.907,44.742
75.6,EO,36.699,0.465
75.6,EO,169.971,19.311
75.7,EO,44.92,8.087
75.7,EO,78.989,10.7
75.7,EO,88.702,13.461
75.7,EO,35.141,40.889
75.7,EO,91.268,40.071
75.7,EO,129.699,9.563
75.7,EO,69.257,43.552
75.7,EO,3.525,32.156
75.8,EO,44.658,8.088
75.8,EO,79.106,10.719
75.8,EO,58.057,9.886
75.9,EO,44.991,8.114
75.9,EO,79.052,10.721
75.9,EO,104.999,0.054
75.9,EO,49.754,29.522
76.0,EO,45.003,8.135
76.0,EO,79.16,10.778
76.0,EO,36.899,5.209
76.0,EO,139.024,2.05
76.0,EO,162.474,0.925
76.0,EO,108.458,12.401
76.0,EO,84.701,19.885
76.0,EO,134.801,22.349
76.0,EO,75.82,32.862
76.1,EO,45.109,8.403
76.1,EO,79.251,10.903
76.1,EO,88.636,13.377
76.2,EO,45.134,7.906
76.2,EO,79.288,10.999
76.2,EO,88.716,13.304
76.2,EO,152.155,36.087
76.3,EO,79.232,10.978
76.3,EO,88.808,13.236
76.3,EO,172.069,0.261
76.3,EO,44.007,29.609
76.3,EO,78.889,5.076
76.3,EO,140.622,2.118
76.4,EO,45.233,8.118
76.4,EO,79.284,10.725
76.4,EO,88.834,13.674
76.4,EO,32.266,14.888
76.4,EO,50.512,37.639
76.5,EO,45.348,8.159
76.5,EO,79.471,10.992
76.5,EO,88.95,13.303
76.5,EO,102.257,15.689
76.5,EO,59.057,0.76
76.6,EO,45.069,8.06
76.6,EO,79.682,10.505
76.6,EO,88.53,13.484
76.6,EO,98.158,6.44
76.6,EO,65.327,35.158
76.6,EO,38.266,43.329
76.7,EO,45.224,8.453
76.7,EO,79.524,10.573
76.7,EO,88.716,13.801
76.7,EO,28.746,27.302
76.8,EO,45.323,8.105
76.8,EO,79.443,10.836
76.8,EO,88.895,13.477
76.8,EO,43.784,20.485
76.8,EO,173.324,4.935
76.8,EO,102.235,15.358
76.9,EO,45.243,7.841
76.9,EO,79.752,10.59
76.9,EO,89.049,13.355
76.9,EO,67.402,37.188
76.9,EO,83.341,22.467
76.9,EO,111.884,19.539
77.0,EO,45.362,7.985
77.0,EO,79.562,10.91
77.0,EO,88.863,13.317
77.0,EO,136.925,32.148
77.1,EO,45.322,8.01
77.1,EO,79.725,10.573
77.1,EO,88.785,13.372
77.1,EO,24.209,16.321
77.1,EO,72.036,5.045
77.2,EO,79.771,10.688
77.2,EO,88.816,13.39
77.2,EO,89.869,6.017
77.2,EO,121.0,21.154
77.2,EO,31.968,26.474
77.2,EO,143.159,26.496
77.3,EO,45.577,8.003
77.3,EO,79.705,10.857
77.3,EO,88.979,13.502
77.3,EO,101.836,6.633
77.3,EO,128.841,21.784
77.3,EO,19.87,25.067
77.4,EO,45.651,8.11
77.4,EO,79.793,10.542
77.4,EO,88.662,13.384
77.4,EO,91.463,37.891
77.5,EO,79.744,10.629
77.5,EO,88.936,13.248
77.5,EO,36.776,3.181
77.5,EO,34.686,36.671
77.5,EO,121.96,43.688
77.5,EO,127.769,18.568
77.6,EO,45.403,7.934
77.6,EO,79.85,10.537
77.6,EO,89.213,13.62
77.6,EO,159.794,7.327
77.6,EO,32.906,23.055
77.6,EO,59.852,19.463
77.6,EO,143.675,2.403
77.6,EO,129.752,3.97
77.7,EO,45.739,7.7
77.7,EO,79.959,10.7
77.7,EO,132.93,9.563
77.7,EO,40.168,15.322
77.8,EO,45.578,7.907
77.8,EO,80.204,10.702
77.8,EO,89.384,13.274
77.8,EO,160.743,27.221
77.8,EO,80.847,11.797
77.8,EO,44.108,36.065
77.8,EO,50.304,0.258
77.8,EO,3.503,44.028
77.8,EO,100.771,22.006
77.9,EO,45.866,8.038
77.9,EO,80.033,10.637
77.9,EO,89.125,13.45
77.9,EO,151.522,32.454
77.9,EO,171.606,21.386
77.9,EO,175.782,22.988
78.0,EO,45.545,8.318
78.0,EO,79.936,10.918
78.0,EO,88.985,13.555
78.0,EO,173.103,44.581
78.0,EO,82.458,18.064
78.0,EO,14.227,35.02
78.1,EO,45.816,7.588
78.1,EO,89.195,13.472
78.1,EO,159.354,20.429
78.1,EO,114.276,41.481
78.2,EO,45.813,8.003
78.2,EO,80.012,10.54
78.2,EO,88.929,13.447
78.2,EO,113.175,22.871
78.2,EO,167.95,19.041
78.2,EO,24.406,14.839
78.3,EO,45.704,7.909
78.3,EO,80.365,10.781
78.3,EO,89.277,13.611
78.3,EO,12.132,14.385
78.3,EO,38.166,40.17
78.4,EO,45.706,7.651
78.4,EO,80.325,10.591
78.4,EO,89.252,13.647
78.5,EO,45.847,7.845
78.5,EO,80.291,10.455
78.5,EO,179.915,7.814
78.5,EO,149.364,9.56
78.5,EO,140.851,38.756
78.5,EO,157.795,21.407
78.5,EO,77.186,37.521
78.6,EO,46.178,8.348
78.6,EO,80.256,10.716
78.6,EO,89.061,13.68
78.6,EO,72.102,30.802
78.6,EO,26.77,23.373
78.6,EO,24.979,28.314
78.6,EO,149.445,0.9
78.7,EO,45.792,8.21
78.7,EO,89.058,13.559
78.7,EO,16.41,23.782
78.7,EO,84.748,28.731
78.7,EO,41.23,10.171
78.8,EO,46.01,8.122
78.8,EO,80.28,10.394
78.8,EO,88.937,13.552
78.8,EO,123.291,34.706
78.8,EO,164.265,40.757
78.8,EO,61.07,27.174
78.8,EO,18.273,4.251
78.9,EO,80.551,10.97
78.9,EO,89.081,13.437
79.0,EO,45.881,7.835
79.0,EO,80.825,10.646
79.0,EO,169.981,42.747
79.0,EO,26.863,34.625
79.0,EO,77.354,22.15
79.1,EO,46.146,7.752
79.1,EO,80.713,10.65
79.1,EO,89.159,13.664
79.1,EO,90.338,17.733
79.1,EO,106.855,15.733
79.1,EO,43.19,41.76
79.1,EO,167.009,22.331
79.1,EO,173.187,18.707
79.2,EO,46.201,7.881
79.2,EO,80.673,10.459
79.2,EO,89.398,13.394
79.2,EO,138.179,23.777
79.2,EO,23.306,0.483
79.3,EO,46.078,8.122
79.3,EO,80.904,10.347
79.3,EO,89.097,13.557
79.3,EO,178.291,10.322
79.4,EO,46.034,7.921
79.4,EO,80.891,10.702
79.4,EO,89.111,13.657
79.4,EO,145.667,27.99
79.4,EO,47.348,39.484
79.4,EO,165.654,39.922
79.4,EO,108.273,43.946
79.5,EO,46.425,7.664
79.5,EO,80.89,10.644
79.5,EO,89.115,13.517
79.5,EO,37.435,30.288
79.5,EO,51.054,6.377
79.5,EO,14.748,28.705
79.6,EO,46.041,7.996
79.6,EO,89.503,13.845
79.6,EO,21.304,34.344
79.6,EO,155.4,20.566
79.6,EO,10.723,3.002
79.6,EO,107.748,41.338
79.7,EO,46.265,7.9
79.7,EO,80.841,10.802
79.7,EO,89.524,13.618
79.7,EO,49.048,43.785
79.7,EO,41.279,41.011
79.7,EO,76.533,0.025
79.8,EO,46.344,7.515
79.8,EO,81.241,10.511
79.8,EO,89.26,13.548
79.8,EO,96.302,28.12
79.9,EO,46.526,7.862
79.9,EO,81.087,10.353
79.9,EO,89.379,13.723
79.9,EO,155.827,17.842
79.9,EO,131.695,32.711
79.9,EO,31.954,23.193
80.0,EO,46.438,7.991
80.0,EO,80.958,10.638
80.0,EO,89.376,13.482
80.0,EO,172.639,7.269
80.0,EO,40.582,39.833
80.0,EO,75.577,16.702
80.0,EO,135.78,28.365
80.0,EO,61.933,17.904
80.0,EO,73.509,5.685
80.1,EO,46.405,7.747
80.1,EO,81.261,10.559
80.1,EO,89.277,13.735
80.1,EO,107.313,37.515
80.1,EO,130.419,42.429
80.2,EO,46.665,8.02
80.2,EO,89.289,13.872
80.2,EO,90.536,22.954
80.2,EO,54.233,11.676
80.2,EO,176.323,24.171
80.2,EO,101.174,0.351
80.3,EO,46.658,7.997
80.3,EO,81.407,10.729
80.3,EO,89.193,13.581
80.3,EO,142.299,12.559
80.3,EO,145.2,38.147
80.4,EO,46.405,7.603
80.4,EO,130.04,43.737
80.4,EO,72.103,35.358
80.4,EO,133.416,44.494
80.5,EO,46.504,7.804
80.5,EO,81.295,10.493
80.5,EO,89.249,13.607
80.5,EO,6.963,20.099
80.5,EO,150.296,38.143
80.5,EO,72.79,13.573
80.6,EO,46.701,7.802
80.6,EO,89.427,13.659
80.6,EO,70.588,13.338
80.6,EO,73.492,1.832
80.6,EO,11.882,37.726
80.7,EO,81.662,10.553
80.8,EO,46.537,7.865
80.8,EO,41.546,40.002
80.8,EO,157.491,30.163
80.9,EO,46.747,8.024
80.9,EO,81.571,10.626
80.9,EO,89.067,13.718
80.9,EO,2.661,32.332
81.0,EO,81.785,10.869
81.0,EO,89.039,13.675
81.0,EO,79.529,2.046
81.0,EO,84.396,20.884
81.1,EO,46.787,7.667
81.1,EO,81.861,10.673
81.1,EO,89.496,13.539
81.1,EO,95.312,13.844
81.1,EO,132.916,31.143
81.1,EO,136.946,27.266
81.2,EO,46.702,7.906
81.2,EO,81.728,10.684
81.2,EO,89.258,13.512
81.2,EO,52.318,14.51
81.2,EO,129.301,7.954
81.3,EO,46.649,7.609
81.3,EO,81.887,10.524
81.3,EO,89.157,13.473
81.4,EO,46.532,7.463
